category,screenname,text
Dialogue,Nestle,@DebWharfe Australian tests have reconfirmed #Nestle NAN H.A. 1 Gold infant formula is safe. Update here: http://t.co/OsLjuDg1
Information,Nestle,NestlÃ© Health Science CEO Luis Cantarell: â€œOur stake in Accera is a strategic step forward in building up our brain health portfolio. 
Information,Nestle,NestlÃ© Health Science buys stake in US firm Accera which makes medical food prescribed to Alzheimer's patients: http://t.co/O7lifQvx
Information,Nestle,NestlÃ© in the news: AP on the NestlÃ© Health Science acquisition - http://t.co/eJVFGQhv
Information,Nestle," There are a lot of people who are trying to do the right thing &amp  we need to break those silos and work together,  JosÃ© Lopez. #nestlecocoa"
Information,Nestle," This is a long term development goal. It is something that everybody needs to recognize,  Auret van Heerden, President of FLA. #nestlecocoa"
Information,Nestle," The important thing is to commit to eradicate child labour with an annual target and transparent reporting,  says Auret van Heerden, FLA."
Information,Nestle,"â€œIn 2011 we renovated our portfolio, improving the #health and #nutritional profile of over 5,000 productsâ€ù #Nestle CEO P.Bulcke #NestleAGM"
Information,Nestle,"NOW: Live webcast, our Chairman P. Brabeck talks about NestlÃ©â€™s strong financial results in 2011 http://t.co/e4oBFvv8 #NestleAGM #Nestle"
Action,Nestle,@shivanishah We are committed to addressing the child labour problem. You can read more on FLA website http://t.co/CKERHPDK  #Nestle
Information,Nestle,Dialogue is about listening to each other. We have never had as many means of communicating & reaching each other @jonasgahrstore #TEDxRC2
Information,Nestle,Did you know we support nearly 300 initiatives which support United Nation's Millennium Development Goals? http://t.co/jxjAvSaD
Action,Nestle,@WillRun4Health Thanks for your concern. Our #Nestea product has never been tested on animals. Find out more: http://t.co/Bh5FjNa
Information,Nestle,@blaizee @dhanyarajendran Here's a clarification on the scope of the voluntary baby food recall in France http://t.co/i3VfHLM
Dialogue,Nestle,@ElaKuz @thesixthnewkid  Here's a clarification on the scope of the voluntary baby food recall in France. http://t.co/i3VfHLM #gerber
Information,Nestle,Here is a clarification on the scope of the voluntary baby food recall in France.  http://t.co/i3VfHLM @Alyssa_Milano.
Information,Nestle,HBS Prof Michael Porter speaks to panel about business as powerful vehicle for development http://yfrog.com/h0pf1itsj
Information,Nestle,More discussion on the impact of #biofuels on #food prices in The Independent newspaper http://ind.pn/dEVZTR #corn
Information,Nestle,Our Chairman Peter Brabeck-Letmathe discusses the causes and impact of rising #food prices on CNBC http://bit.ly/gWrkay #biofuels
Information,Nestle,NestlÃ© Nutrition Institute workshop focuses on micronutrient deficiencies http://bit.ly/gck0ks  #nutrition
Information,Nestle,"NestlÃ© invests in a new factory in Russia, producing Maggi products  http://bit.ly/a6f9uA"
Information,Nestle,Our Nutrir programme in Ecuador teaches children how to grow fresh fruit and vegetables: http://t.co/nVucUwOAva #WFD2013
Information,Nestle,â€˜You're in charge of your own bodyâ€™ Our Healthy Kids programme in Japan helps children adopt a healthy diet http://t.co/e2c3pbBu07 #WFD2013
Action,Nestle,Beslenebilirim = I can eat well. Find out how weâ€™re helping children in Turkey learn about healthy eating: http://t.co/y145zIYRYl #WFD2013
Information,Nestle,We are helping address micronutrient deficiencies in the developing world http://t.co/XP3kKKIJpM #WFD2013 http://t.co/IAXHmJebga
Information,Nestle,#Nestle CEO Paul Bulcke at #OFD #WEF: â€œManaging the obesity epidemic requires a collaborative multi-stakeholder approach.â€ù
Information,Nestle,Our Chairman #PeterBrabeck is taking part in a session at the #WEF today on sustainable growth and development. #Nestlecsv
Action,Nestle,@TGCCCFL We have voluntarily recalled limited amounts of Nesquik chocolate powder sold only in the US. More info: http://t.co/FvWc7mUr
Action,Nestle,@FOX59 We have voluntarily recalled limited amounts of Nesquik chocolate powder sold only in the US. For further info: http://t.co/FvWc7mUr
Information,Nestle,@WTNH We have voluntarily recalled limited amounts of Nesquik chocolate powder sold only in the US. For further info: http://t.co/FvWc7mUr
Action,Nestle,@7News We have voluntarily recalled limited amounts of Nesquik chocolate powder sold only in the US. More info: http://t.co/FvWc7mUr
Action,Nestle,@FoodSafety We have voluntarily recalled limited amounts of Nesquik chocolate powder sold only in the US. More info: http://t.co/FvWc7mUr
Dialogue,Nestle,@KIRO7Seattle We have voluntarily recalled limited amounts of Nesquik chocolate powder sold only in the US. More info: http://t.co/FvWc7mUr
Information,Nestle,We have topped the Carbon Disclosure Project's 2012 list of global companies cutting greenhouse gas emissions: http://t.co/bsiIScm5 #nestle
Action,Nestle,What's your favorite healthy afternoon #snack? http://t.co/rcEqWH8Q
Action,Nestle,@DandyUJSpA @FoodProdDaily Tests reconfirmed the safety of #Nestle NAN H.A. 1 Gold. More here: http://t.co/OsLjuDg1
Information,Nestle,Our Corporate Head of Agriculture writes for Global Food for Thought about a new approach to agricultural development: http://t.co/8lSAfEMR
Dialogue,Nestle,Congratulations Mirga GraÅ_inyte-Tyla from Lithuania - winner of #NestlÃ© and Salzburg Festival Young Conductors Award! http://t.co/8ltGClBt
Information,Nestle,"Weâ€™ve reaffirmed our commitment to support more than 20,000 #coffee farmer households in Vietnam: http://t.co/DXLUzeBO #nestle"
Information,Nestle,@zobomojo Read the most important action we will take in 2012 to tackle the #child #labour issue http://t.co/7r5jiNOW
Information,Nestle,@NYFairTrade Read the most important action we will take in 2012 to tackle the #child #labour issue http://t.co/7r5jiNOW
Action,Nestle,@tnewmstweet Read the most important action we will take in 2012 to tackle the #child #labour issue http://t.co/7r5jiNOW
Action,Nestle,@SamarJamal Read the most important action we will take in 2012 to tackle the #child #labour issue http://t.co/7r5jiNOW
Action,Nestle,@tnewmstweet @hwhawksley Read the most important action we will take in 2012 to tackle the #child #labour issue http://t.co/7r5jiNOW
Information,Nestle,"We're taking part in important topics around food, energy and the economy being discussed at #WEF #Davos http://t.co/6vkhn3hp"
Action,Nestle,Visit #MaisonCailler 2 reveal ur chocolate personality & receive ur customized boxes of the finest in Swiss chocolate! http://t.co/odV1R4Nt
Information,Nestle,We're 1st food company to partner w/Fair Labor Association to take action against child labour on #cocoa farms #Nestle http://t.co/j9mnqgtc
,,
,,
,,
,,
Information,Nestle,"Creating Shared Value is as valid in the developing as in the developed world, says Peter Brabeck-Letmathe #nestle #csv2011"
Information,Nestle,Peter Brabeck-Letmathe speaks to Reuters about how Creating Shared Value contrasts with philanthropy http://reut.rs/gRYFjr #CSV
Information,Nestle,NestlÃ© healthy kids expands work with Chinese schools http://twurl.nl/3bour4
Information,Nestle,Nestle invests in Equatorial Africa http://twurl.nl/tihoag
Information,Nestle,#Nestle CEO  We believe in decentralisation. Food is local. We try to bring our decision making as close as possible to where consumers are 
Information,Nestle,#Nestle CEO  It's all about people. We are serious about finding the right people...and we pride ourselves on diversity. 
Information,Nestle,#Nestle CEO: Todayâ€™s challenging environment is the right time to further reinforce the fundamentals of our business http://t.co/ioijTIJmNR
Information,Nestle,#Nestle 2013 9mth sales: 1.1% organic growth in developed markets and 8.8% in emerging markets
Information,Nestle,#Nestle's Laurent Freixe  Unemployment is also a big problem...the worst is youth unemployment. Europe needs its youth at work.  #wf13
Information,Nestle,"#nestle David Rennie: â€œFood sustainability isnâ€™t only about environment but also nutrition, social and economic aspectsâ€ù #epc_eu"
Information,Nestle,Weâ€™re the 1. to sign up to a European initiative to increase fairness in the food supply chain http://t.co/So5WZdpuBD http://t.co/o9u8tzYrRR
Information,Nestle,â€œ#Nestle among the first companies to sign up to supply chain initiativeâ€ù http://t.co/yENc84Vgc5 via @FoodNavigator
Action,Nestle,1 year on: See what we've achieved with the Fair Labor Association http://t.co/m3u8Pm2ssK #childlabour #zerotolerance http://t.co/st33IWEdtr
Information,Nestle,"Barbara Rolls  We need to find effective strategies to build consumer demand for lower-energy-dense, nutritious foods.  #NINS2013"
Information,Nestle,Barbara Rolls  In one study we found that serving larger portions of fruit to children at a meal increased their intake by 70%  #NINS2013
Information,Nestle,"Barbara Rolls 2/2  ....these foods must also be nutrient dense, palatable and affordable.  #NINS2013"
Information,Nestle,Barbara Rolls 1/2  We need to increase availability &amp  consumption of foods that provide satisfying portions with fewer calories... #NINS2013
Information,Nestle,Barbara Rolls  Simple strategies focusing on energy density of food may also help to prevent weight regain after weight loss.  #NINS2013
Information,Nestle,"Barbara Rolls 2/2 ...Serve larger portions of veg,fruit&amp low energy dense foods while moderating portions of high energy dense food #NINS2013"
Information,Nestle,Barbara Rolls:  One study suggested that decreasing the energy density of food is associated with a reduction in energy intake.  #NINS2013
Information,Nestle,Barbara Rolls:  What we need to consider is that the water content of food has the biggest impact on energy density.  #NINS2013
Information,Nestle,Elaine Holmes:  Studies have shown that we acquire our gut microbiome from birth.  #NINS2013
Information,Nestle,Barbara Cannon is talking about whether humans have 'brown fat' - a type of adipose tissue that generates body heat #NINS2013
Action,Nestle,#NINS2013 John Speakman study of correlation between parent/child body composition&amp physical activity available here: http://t.co/Q2U87CoLQb
Information,Nestle,"Adam Drewnowski:  In some developing countries we see the inverse, where higher income predicts higher obesity rates.  #NINS2013"
Information,Nestle,Prof Bray:  Income inequality is related to obesity in many countries....there is a very strong relationship.  #NINS2013
Information,Nestle,Prof Bray:  Sedentary activity went up steadily between 1960-2010...We do a lot less now than we did in 1960.  #NINS2013
Information,Nestle,Prof Bray  We seem to respond to beverages with calories in a different way to foods.  #NINS2013
Information,Nestle,"Prof Bray  If we don't halt obesity, healthcare costs of treating diabetes will be staggering for healthcare providers worldwide  #NINS2013"
Action,Nestle,"#NINS2013 session 1 has begun, chaired by Mike Gibney, Institute of Food&amp Health, Uni College, Dublin. Live webcast: http://t.co/kVFrdgUpuO"
Information,Nestle,Gluckman  We've not thought enough about how you wean children to have optimal taste and food preferences.  #NINS2013
Information,Nestle,"Gluckman says if there's a public health measure that's needed urgently, it's preventing gestational diabetes #NINS2013"
Information,Nestle,Gluckman  30% of women in Asia's big cities get gestational diabetes. A high proportion of them go on to develop type 2 diabetes  #NINS2013
Information,Nestle,P Gluckman says a fetus takes signals from mother as indicators of environment it will be born into&amp adapts development accordingly #NINS2013
Information,Nestle,Gluckman  We've not discussed at all how someone's willingess to exercise develops. It's an area that must be further investigated #NINS2013
Information,Nestle,"P Gluckman 2/2  ...that's why humans are fattest species on planet when we are born- fatter than a guinea pig, a whale or a seal.  #NINS2013"
Information,Nestle,P Gluckman 1/2  Fat is a critical buffer for the brain while it is developing in the very early years of life...  #NINS2013
Information,Nestle,Gluckman  50% people in some low&amp mid income countries are obese. Prevention strategies here should be diff to developed countries  #NINS2013
Information,Nestle,P Gluckman  Statistics show that populations in emerging countries have a higher vulnerability to non-communicable diseases  #NINS2013
Information,Nestle,"P Gluckman  There are, for example, important cultural differences in perceptions of body shape.  #NINS2013"
Information,Nestle,"P Gluckman  We've not spent enough time thinking about the social, economic &amp  cultural contexts that relate to obesity  #NINS2013"
Information,Nestle,B Rolls  A big behavorial component to this: when you're financially secure you're not worrying about where next meal coming from  #NINS2013
Information,Nestle,Prof Bhutta  Tackling non-communicable disease requires public sector action and a strong agreement from agriculture &amp  industry  #NINS2013
Information,Nestle,Z Bhutta  Many developing countries are facing problem of increasing life expectancy but not necessarily improved quality of life  #NINS2013
Information,Nestle,Barbara Rolls 2/2 ... but studies of such education programmes often produce poor results. So we need to keep working on these.  #NINS2013
Information,Nestle,Barbara Rolls 1/2  I think most of us believe educating people about what they're eating would be a good thing... #NINS2013
Information,Nestle,Prof Bhutta  We need to link our agriculture and food systems holistically.  #NINS2013
Information,Nestle,"Z Bhutta: Problems with food&amp land systems include land acquistion, commodity speculation affecting food prices&amp lack of discussion #NINS2013"
